Title,Link,Published_Date,Abstract,Lead Paragraph,Body Text,Newspaper
"U.S. Says It Struck 5 Houthi Targets in Yemen, Including an Underwater Drone",https://www.nytimes.com/2024/02/18/world/middleeast/us-houthi-strike-underwater-drone.html,2024-02-18T22:27:29+0000,The American military said it believes it is the first time such an undersea weapon had been used in the current conflict in the Red Sea.,"The United States struck five Houthi military targets, including an undersea drone, in Houthi-controlled areas of Yemen on Saturday, the U.S. military announced on Sunday.",,The New York Times
"Large Antigovernment Protest Returns to Tel Aviv, as Criticism of Netanyahu Mounts",https://www.nytimes.com/2024/02/17/world/middleeast/tel-aviv-protest-netanyahu-israel.html,2024-02-17T21:58:13+0000,"The demonstrations took a pause after the Oct. 7 attacks, but the anger at the Israeli leadership never went away.","Thousands of antigovernment protesters on Saturday filled a central Tel Aviv thoroughfare, the same street where demonstrations riled the nation before the start of the Israel-Hamas war, in the largest show of anger toward Prime Minister Benjamin Netanyahu in months.",,The New York Times
"Moody’s Downgrades Israel’s Credit Rating, Citing Toll of War",https://www.nytimes.com/2024/02/09/world/middleeast/moodys-israel-credit-rating.html,2024-02-10T00:07:41+0000,"Israel’s creditworthiness remains high, but the rating agency noted that the outlook for the country was negative considering the risks from the continued conflict.","Moody’s on Friday became the first major rating agency to downgrade Israel’s creditworthiness, citing the prolonged war with Hamas and the toll it is taking on the country’s finances.",,The New York Times
Ukraine and Israel Aid Bill Inches Ahead as Divided G.O.P. Demands Changes,https://www.nytimes.com/2024/02/08/us/politics/ukraine-israel-aid-bill-senate.html,2024-02-08T14:51:21+0000,Senate Republicans allowed the measure to move forward but were still slowing its progress as they held out for guarantees that they would be able to propose revisions.,"A sweeping emergency aid bill for Ukraine and Israel inched ahead in the Senate on Thursday, providing glimmers of hope for the measure after a series of setbacks.",,The New York Times
What 2 U.S. Families Did When Hamas Captured Their Sons,https://www.nytimes.com/2024/02/16/nyregion/hamas-hostages-prisoners-families.html,2024-02-16T08:00:20+0000,"Omer Neutra and Edan Alexander, young men from the New York area who joined Israel’s military, were taken prisoner near Gaza. Their families now share one urgent goal: to free them.","One hundred and three days after Omer Neutra was taken prisoner by Hamas, his parents, Ronen and Orna, found themselves in the basement of the United States Capitol, looking for an exit. Andrea Mitchell, the NBC News journalist, stood with them, eager for an interview. Beside Ms. Mitchell were two Senate staff members, with orders to deliver the Neutras to meetings with their bosses.",,The New York Times
"Supreme Court Hears Trump Case, and Israel Eyes Rafah",https://www.nytimes.com/2024/02/08/podcasts/trump-scotus-israel-gaza.html,2024-02-08T11:03:22+0000,"Plus, Eurovision boycott campaigns.","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",,The New York Times
How a Ragtag Militia in Yemen Became a Nimble U.S. Foe,https://www.nytimes.com/2024/01/24/us/politics/houthis-red-sea-airstrikes.html,2024-01-24T08:00:26+0000,"The Iran-backed Houthis perfected the tactics of irregular warfare during years of conflict against a Saudi-led coalition, military officials say.","For years, the scrappy Iran-backed Yemeni rebels known as the Houthis did such a good job of bedeviling American partners in the Middle East that Pentagon war planners started copying some of their tactics.",,The New York Times
"U.S. Conducted Cyberattack Against Iranian Military Ship, an Official Says",https://www.nytimes.com/2024/02/15/world/middleeast/us-cyberattack-iran-ship.html,2024-02-15T22:52:01+0000,The move was part of the Biden administration’s retaliation to a drone attack at an outpost in Jordan that killed 3 Americans.,"The United States recently carried out a cyberattack against an Iranian military vessel that the Pentagon says was gathering intelligence on merchant ships in the Red Sea and Gulf of Aden and relaying that information to Houthi fighters, a U.S. military official said on Thursday.",,The New York Times
Egypt Is Building a Wall Near Gaza Border but Won’t Say Why,https://www.nytimes.com/2024/02/16/world/middleeast/egypt-rafah-border-construction.html,2024-02-15T20:09:31+0000,"Amid fears about displaced Palestinians massing at the border with Gaza, Egyptian officials have disclosed little about a new construction project.","A wall is going up in the desert of Egypt near the border of the war-torn Gaza Strip, but no one is talking much about it.",,The New York Times
Gazans who sought shelter in Rafah are fleeing again.,https://www.nytimes.com/2024/02/15/world/middleeast/gazans-who-sought-shelter-in-rafah-are-fleeing-again.html,2024-02-15T15:38:29+0000,"The city of Rafah in southern Gaza is one of the last areas of the territory where Israeli troops have yet to deploy in force. But now, as Israel warns of a ground offensive there, some of the 1.4 million people who have been sheltering in the city are packing up and moving on.","The city of Rafah in southern Gaza is one of the last areas of the territory where Israeli troops have yet to deploy in force. But now, as Israel warns of a ground offensive there, some of the 1.4 million people who have been sheltering in the city are packing up and moving on.",,The New York Times
Some Hostages’ Families Say Israel Should Keep Fighting Hamas,https://www.nytimes.com/2024/02/08/world/middleeast/israel-hostages-hamas-war-gaza.html,2024-02-08T10:55:18+0000,"A few relatives of hostages held in Gaza argue that Israel’s military must not be too quick to end the war, even if it prolongs their loved ones’ captivity.","As mediators pursue a deal that would free hostages from Gaza in exchange for a pause in Israel’s military campaign, a small group of relatives of Israeli hostages says that the government should keep waging war against Hamas — even if it prolongs their loved ones’ captivity.",,The New York Times
Israel Chooses a Eurovision Act as Boycott Campaigns Swirl,https://www.nytimes.com/2024/02/07/arts/music/israel-eurovision-war-boycott.html,2024-02-07T12:50:34+0000,"Eden Golan will represent the country in May, in a contest that looks set to be overshadowed by the war in Gaza.","The singing contest’s glitzy lights and glittering dresses were supposed to be a respite after another depressing, hostage-filled news day on Israeli TV.",,The New York Times
The U.K. Labour Party’s Worst Enemy Might Be Itself,https://www.nytimes.com/2024/02/14/world/europe/uk-labour-party-missteps.html,2024-02-14T19:53:07+0000,"The party has a large lead in the polls but recent missteps have led to questions about the management skills of its leader, Keir Starmer.","These days, the only thing that can stop the Labour Party, it seems, is the Labour Party.",,The New York Times
"Mayorkas Is Impeached, and Democrats Take Santos’s Seat",https://www.nytimes.com/2024/02/14/podcasts/mayorkas-impeachment-santos.html,2024-02-14T11:00:17+0000,"Plus, a girl who lost at least 47 family members in a Gaza strike.","The New York Times Audio app is home to journalism and storytelling, and provides news, depth and serendipity. If you haven’t already, download it here — available to Times news subscribers on iOS — and sign up for our weekly newsletter.",,The New York Times
Liberal Group Joins Efforts Calling for Protest Vote Against Biden in Michigan,https://www.nytimes.com/2024/02/14/us/politics/biden-michigan-gaza-uncommitted.html,2024-02-14T10:04:01+0000,"Our Revolution, begun by Senator Bernie Sanders in 2016, is aiming to shift the president’s stance on the war in Gaza.","Our Revolution, the political organization that Senator Bernie Sanders launched in 2016, is throwing its weight behind the movement to vote Uncommitted in Michigan’s Democratic primary, seeking to pressure President Biden into changing his approach to the war between Israel and Hamas.",,The New York Times
Many Israelis Want Netanyahu Out. But There Is No Simple Path to Do It.,https://www.nytimes.com/2024/02/05/world/middleeast/israel-netanyahu-americans-elections.html,2024-02-05T10:02:39+0000,There is no clear mechanism to force early elections in Israel. But there are other ways to oust the Israeli prime minister.,"Prime Minister Benjamin Netanyahu of Israel is on his last legs, it is widely believed, and will be forced to relinquish his post once the war against Hamas in Gaza ends.",,The New York Times
